AddressLine1,AddressLine2,Reseller City,ResellerID,ResellerSort,AccountNumber,Reseller Name,State or Province,Reseller Country,CountrySort,Reseller Contact,Reseller Address,Post Code,Reseller Email
Paramount House,,London,30050,26,AW00030050,Metropolitan Bicycle Supply,England,United Kingdom,532,Krishna Sunkammurali,"Paramount House, London, England, W1N 9FA, United Kingdom",W1N 9FA,
Postfach 11 09 00,,Berlin,30066,571,AW00030066,Off-Price Bike Center,Hessen,Germany,570,Ram Thirunavukkarasu,"Postfach 11 09 00, Berlin, Hessen, 14111, Germany",14111,
251 The Metro Center,,Wokingham,30072,616,AW00030072,West Side Mart,England,United Kingdom,532,Andrea Thomsen,"251 The Metro Center, Wokingham, England, RG41 1QW, United Kingdom",RG41 1QW,
"22, rue du Départ",,Pantin,30073,238,AW00030073,The Bike Outlet,Seine Saint Denis,France,498,Rossane Thoreson,"22, rue du Départ, Pantin, Seine Saint Denis, 93500, France",93500,
Wallstr 244,,Saarbrücken,30082,219,AW00030082,Educational Services,Saarland,Germany,570,Anna Townsend,"Wallstr 244, Saarbrücken, Saarland, 66001, Germany",66001,
Auf Der Steige 1000,,Berlin,30086,513,AW00030086,Fitness Toys,Hamburg,Germany,570,Jean Trenary,"Auf Der Steige 1000, Berlin, Hamburg, 14111, Germany",14111,
Licensing Account,,Seaford,30097,235,AW00030097,Helpful Sales and Repair Service,Victoria,Australia,602,Rachel Valdez,"Licensing Account, Seaford, Victoria, 3198, Australia",3198,
"12, rue Lafayette",,Morangis,30101,183,AW00030101,Ultimate Bicycle Company,Essonne,France,498,Johnathan Van Eaton,"12, rue Lafayette, Morangis, Essonne, 91420, France",91420,
"Internet House, 3399 Science Park",,Cambridge,30102,490,AW00030102,Sports Store,England,United Kingdom,532,Roger Van Houten,"Internet House, 3399 Science Park, Cambridge, England, CB4 4BZ, United Kingdom",CB4 4BZ,
"88, avenue de l´ Union Centrale",,Paris,30103,16,AW00030103,Metropolitan Equipment,Seine (Paris),France,498,Mandy Vance,"88, avenue de l´ Union Centrale, Paris, Seine (Paris), 75012, France",75012,
"7 Garden House Cloisters, 8 Batters",,London,30104,499,AW00030104,Extended Tours,England,United Kingdom,532,Rose Vandenouer,"7 Garden House Cloisters, 8 Batters, London, England, SW8 4BG, United Kingdom",SW8 4BG,
"39, avenue des Laurentides",,Paris La Defense,30114,431,AW00030114,Recreation Toy Store,Hauts de Seine,France,498,Kevin Verboort,"39, avenue des Laurentides, Paris La Defense, Hauts de Seine, 92081, France",92081,
Level 100,77 Southbank Boulevard,South Melbourne,29538,283,AW00029538,Fast Bike Works,Victoria,Australia,602,Brenda Barlow,"Level 100, 77 Southbank Boulevard, South Melbourne, Victoria, 3205, Australia",3205,
Winterfeldtstr 5557,Kreditorenbuchhaltung,Münster,29552,204,AW00029552,Rodeway Bike Store,Saarland,Germany,570,John Bennetts,"Winterfeldtstr 5557, Kreditorenbuchhaltung, Münster, Saarland, 48001, Germany",48001,
3307 Evergreen Blvd,Ste 1071,Washougal,29611,454,AW00029611,Alternative Vehicles,Washington,United States,1,Jared Bustamante,"3307 Evergreen Blvd, Ste 1071, Washougal, Washington, 98671, United States",98671,
Level 992,56 Pitt Street,Melbourne,29648,534,AW00029648,Fitness Discount Store,Victoria,Australia,602,Sean Chai,"Level 992, 56 Pitt Street, Melbourne, Victoria, 3000, Australia",3000,
77 Beale Street,Room 99767c,San Francisco,29673,375,AW00029673,Two Wheels Cycle Store,California,United States,1,John Colon,"77 Beale Street, Room 99767c, San Francisco, California, 94109, United States",94109,
Corporate Ofc A/p,123 Fourth Ave,Chantilly,29707,49,AW00029707,Sales and Supply Company,Virginia,United States,1,Helen Dennis,"Corporate Ofc A/p, 123 Fourth Ave, Chantilly, Virginia, 20151, United States",20151,
Bradford,"Raven House, Kingsgate",W. York,29713,506,AW00029713,Rampart Amusement Company,England,United Kingdom,532,Dick Dievendorff,"Bradford, Raven House, Kingsgate, W. York, England, BD1 4SJ, United Kingdom",BD1 4SJ,
Level 7,114 Albert Road,Rhodes,29760,516,AW00029760,Fitness Bike Accessories,New South Wales,Australia,602,John Fredericksen,"Level 7, 114 Albert Road, Rhodes, New South Wales, 2138, Australia",2138,
800 Interchange Blvd.,Suite 2501,Austin,29772,21,AW00029772,Modular Cycle Systems,Texas,United States,1,Janet Gates,"800 Interchange Blvd., Suite 2501, Austin, Texas, 78701, United States",78701,
"Science Park South, Birchwood",Stanford House,Warrington,29776,239,AW00029776,Cycles Wholesaler & Mfg.,England,United Kingdom,532,Barbara German,"Science Park South, Birchwood, Stanford House, Warrington, England, WA3 7BH, United Kingdom",WA3 7BH,
Level 6,538 Climbing Street,Matraville,29790,622,AW00029790,Major Bicycle Store,New South Wales,Australia,602,Lynn Gonzales,"Level 6, 538 Climbing Street, Matraville, New South Wales, 2036, Australia",2036,
Bundesallee 9571,Rechnungsstelle - C 035,Berlin,29802,628,AW00029802,Hometown Riding Supplies,Brandenburg,Germany,570,Greg Harrison,"Bundesallee 9571, Rechnungsstelle - C 035, Berlin, Brandenburg, 14197, Germany",14197,
254a Baker Street,Botany,Sydney,29821,237,AW00029821,Bike Part Wholesalers,New South Wales,Australia,602,Neal Hasty,"254a Baker Street, Botany, Sydney, New South Wales, 1002, Australia",1002,
Level 7,80 Arthur Street,Newcastle,29823,236,AW00029823,Popular Bike Lines,New South Wales,Australia,602,Jeff Hay,"Level 7, 80 Arthur Street, Newcastle, New South Wales, 2300, Australia",2300,
Buergermeister-ulrich-str 3000,Buchhaltung,Augsburg,29839,540,AW00029839,Rustic Bike Store,Bayern,Germany,570,Geneva Hill,"Buergermeister-ulrich-str 3000, Buchhaltung, Augsburg, Bayern, 86150, Germany",86150,
Roßstr 9938,Verkaufsabteilung,Eilenburg,29894,220,AW00029894,"Fabrikam Inc., East",Brandenburg,Germany,570,John Kane,"Roßstr 9938, Verkaufsabteilung, Eilenburg, Brandenburg, 04838, Germany",04838,
25 Danger Street West,Floor 7,Toronto,29911,210,AW00029911,Consolidated Messenger,Ontario,Canada,392,Tim Kim,"25 Danger Street West, Floor 7, Toronto, Ontario, M4B 1V5, Canada",M4B 1V5,
"Garamonde Drive, Wymbush",PO Box 4023,Milton Keynes,29922,218,AW00029922,Closest Bicycle Store,England,United Kingdom,532,Pamala Kotc,"Garamonde Drive, Wymbush, PO Box 4023, Milton Keynes, England, MK8 8ZD, United Kingdom",MK8 8ZD,
"Garamonde Drive, Wymbush",P.O. Box 803,Milton Keynes,29941,170,AW00029941,Exhibition Showroom,England,United Kingdom,532,Jolie Lenehan,"Garamonde Drive, Wymbush, P.O. Box 803, Milton Keynes, England, MK8 8ZD, United Kingdom",MK8 8ZD,
2-252 Beauchamp Road,Botany Bay Industrial Estate,Cloverdale,29965,484,AW00029965,Ideal Components,South Australia,Australia,602,Jose Lugo,"2-252 Beauchamp Road, Botany Bay Industrial Estate, Cloverdale, South Australia, 6105, Australia",6105,
Attn: Accounts Payable,44 Main Place,Melville,29966,27,AW00029966,Larger Cycle Shop,New York,United States,1,Richard Lum,"Attn: Accounts Payable, 44 Main Place, Melville, New York, 11747, United States",11747,
Level 5,157 Liverpool Street,Rhodes,29970,363,AW00029970,Sensible Sports,New South Wales,Australia,602,Sharon Lynn,"Level 5, 157 Liverpool Street, Rhodes, New South Wales, 2138, Australia",2138,
No. 6,Millenium Court,Perth,29972,292,AW00029972,Liquidation Sales,South Australia,Australia,602,Jenny Lysaker,"No. 6, Millenium Court, Perth, South Australia, 6006, Australia",6006,
Level 25,96 Lytton Rd.,Melbourne,30015,300,AW00030015,List Price Catalog Company,Victoria,Australia,602,Ramesh Meyyappan,"Level 25, 96 Lytton Rd., Melbourne, Victoria, 3000, Australia",3000,
Level 7,201 Sussex Street,Matraville,30038,545,AW00030038,Eastward Bike Accessories,New South Wales,Australia,602,Judy Storjohann,"Level 7, 201 Sussex Street, Matraville, New South Wales, 2036, Australia",2036,
2nd Floor,55 Lavender Street,Milsons Point,30059,190,AW00030059,Gears and Parts Company,New South Wales,Australia,602,Denis Taylor,"2nd Floor, 55 Lavender Street, Milsons Point, New South Wales, 2061, Australia",2061,
2500 N Serene Blvd,19th Floor,El Segundo,30063,233,AW00030063,Eighth Bike Store,California,United States,1,Vanessa Tench,"2500 N Serene Blvd, 19th Floor, El Segundo, California, 90245, United States",90245,
Karl Liebknecht str 399,Leiter der Abteilung,Berlin,30079,584,AW00030079,Regional Cycle Shop,Hessen,Germany,570,John Tippett,"Karl Liebknecht str 399, Leiter der Abteilung, Berlin, Hessen, 14111, Germany",14111,
"One Dancing, Rr No. 25",Box 8033,Round Rock,30090,266,AW00030090,A Typical Bike Shop,Texas,United States,1,Christie Trujillo,"One Dancing, Rr No. 25, Box 8033, Round Rock, Texas, 78664, United States",78664,
Level 99,12 South 10th Avenue,Melbourne,30092,223,AW00030092,Cycle Parts and Accessories,Victoria,Australia,602,Gracia Tuell,"Level 99, 12 South 10th Avenue, Melbourne, Victoria, 3000, Australia",3000,
Burgess Hill,Edward Way,West Sussex,30113,111,AW00030113,Nearby Cycle Shop,England,United Kingdom,532,Raja Venugopal,"Burgess Hill, Edward Way, West Sussex, England, RH15 9UD, United Kingdom",RH15 9UD,
